id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4215627549964653,G6yxIFOgd,3215396630,社工中心兴康站,#关护老年人服务#团团圆圆闹元宵主题活动农历正月十五是元宵节。又称上元节、元夜、灯节。相传，汉文帝(前179-前157年)为庆祝周勃于正月十五勘平诸吕之乱，每逢此夜，必出宫游玩，与民同乐，在古代，夜同宵，正月又称元月，汉文帝就将正月十五定为元宵节，这一夜就叫元宵。随着社会和时代的变迁，元宵节的风俗习惯早已有了较大的变化，但至今仍是中国民间传统节日。2018年3月2日上午9:00内蒙古青少年社会工服务中心兴康站在兴康社区开展了一场“团团圆圆闹元宵”主题活动。此次活动设有团团圆圆、报纸拔河、石头剪刀布、猜灯谜等游戏。由于游戏简单有趣，还有精致的礼品，大大的提高了广大居民的参与度。本次活动遵循助人自助、以人为本的原则，不但为社区营造了良好的节日文化气氛、丰富了社区居民文娱生活，而且增强居民对传统文化的重视，带动社区各年龄层次人群参与社区活动。进一步提升了居民素质和社会文明程度，全面促进社区和谐建设。,,,,关护老年人服务,0,0,0,2018-03-09 11:49,微博 weibo.com,"https://wx1.sinaimg.cn/large/bfa70f16ly1fp6f8jm1saj21kw11x1l4.jpg,https://wx4.sinaimg.cn/large/bfa70f16ly1fp6f8im1pcj20ku0dv42l.jpg,https://wx1.sinaimg.cn/large/bfa70f16ly1fp6f8rvf77j20ku0dvwi4.jpg,https://wx4.sinaimg.cn/large/bfa70f16ly1fp6f8um1hjj20ku0dvtcj.jpg",,,,普通用户
4133356306348512,FdZKuqDxm,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务##健乐堂#——“义诊义剪”进丽水新城为了增强社区居民对健康的关注，了解自己的身体情况，做到某些疾病的早发现，早预防，早治疗。普及科普生活知识，使公民拥有更良好的自身素质和心理健康状态，给社区居民送去关怀，7月21日下午，内蒙古青少年社会工作服务中心临河区分中心联合金川社区卫生院的医生们，来到丽水新城，为这里的中老年人开展了义诊服务。丽水新城是一个中老年人较多的小区，下午四点左右，小区中老年人都准备出门买菜做饭，因此，我们将活动场地安排在小区主道旁边，这样更能引起小区居民的注意。社区中老年人看到义诊的横幅，纷纷前来排队检查血压，有的还打电话通知老伴和邻居朋友前来义诊。社区医生特别热情的为前来义诊的居民测量血压，同时也告知义诊中有问题的中老年人需注意的事项。在义诊过程中，分中心的社工为居民们发放了便民服务卡，并向居民介绍分中心开展的各项服务。在本次义诊之后，社区卫生院的医生为义诊的居民们发放了健康包，包内有健康手册以及居民可以在做饭时控制油量控油壶。本次义诊活动开展的非常成功，全程有近一百人参与本次义诊活动。社区居民对本次活动反映良好，纷纷表示需要多开展此类型的活动，让更多社区居民受益。社工中心日后将继续开展“义诊义剪”以及健康知识讲座等活动，将全民健康的理念灌输给金川社区居民。社工江引福,,,,"关护老年人服务,健乐堂",0,0,0,2017-07-25 11:13,微博 weibo.com,"https://wx3.sinaimg.cn/large/d7e2673aly1fhvyipi3slj21kw16oh3b.jpg,https://wx4.sinaimg.cn/large/d7e2673aly1fhvyiq3jpgj21kw16onfx.jpg,https://wx2.sinaimg.cn/large/d7e2673aly1fhvyit67ccj21kw16oax1.jpg,https://wx1.sinaimg.cn/large/d7e2673aly1fhvyiwjzn9j21kw16oh3e.jpg",,,,蓝V
4098664869317285,EFoISD5QN,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#健乐堂#——“义诊义剪”进泰和园与老同乐服务万家4月20日下午，内蒙古青少年社会工作服务中心的社工联合金川社区的医生们和暖臻助老为老服务中心...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,健乐堂",0,0,1,2017-04-20 17:41,微博桌面安全版,https://wx1.sinaimg.cn/large/d7e2673aly1feta9pq296j20c81da1g2.jpg,,,,蓝V
4090700066360481,EC3wqqGEp,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#沟通快车#——”温馨暖夕阳“春季中老年生日会尊老爱幼是中华传统美德，为展现爱老、尊老、敬老、助老的良好风气，增强社区凝聚力，让老年人们感受...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,沟通快车",1,0,0,2017-03-29 18:12,微博桌面安全版,https://wx4.sinaimg.cn/large/d7e2673aly1fe3viw3lifj20c81lm7wh.jpg,,,,蓝V
4090694609480816,EC3nCDMoo,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#益智乐园#——”温馨暖夕阳“春季中老年生日会尊老爱幼是中华传统美德，为展现爱老、尊老、敬老、助老的良好风气，增强社区凝聚力，让老年人们感受...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,益智乐园",0,1,0,2017-03-29 17:50,微博桌面安全版,https://wx4.sinaimg.cn/large/d7e2673aly1fe3uwc9k15j20c81dve5x.jpg,,,,蓝V
4089856688232358,EBHA8yxBY,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#快乐学堂#——第十三期中老年电脑学习班随着老龄化和科技化的共同到来，为使中老年群体与现代科技生活联系越来越紧密，适应社会科技技术的快速提高...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,快乐学堂",2,0,0,2017-03-27 10:21,微博桌面安全版,https://wx1.sinaimg.cn/large/d7e2673aly1fe16nxcc19j20c81j91kx.jpg,,,,蓝V
4086228040672197,EAbbu2ORT,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#益智乐园#——第四届“麻友对对碰”中老年人麻将比赛麻将，起源于中国，是由中国汉族人发明的博弈游戏娱乐用具，在当今社会麻将也成为人们的娱乐活动...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,益智乐园",3,0,1,2017-03-17 10:02,微博桌面安全版,https://wx4.sinaimg.cn/large/d7e2673aly1fdplx4i6orj20c81rle81.jpg,,,,蓝V
4065956584039971,ErFPAgWYP,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#亲情陪护#“喜气临门红色妍，家家户户贴春联；旧年辞别迎新岁，时序车轮总向前”。2017年新年即将来临之际，为了营造节日气氛，使广大社区居民过上一...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,亲情陪护",0,0,0,2017-01-20 11:30,微博桌面安全版,https://ww3.sinaimg.cn/large/d7e2673ajw1fbwxrwany1j20c826o4jo.jpg,,,,蓝V
4064949191377093,ErfCL5Mfb,3621939002,巴彦淖尔市临河区社工服务中心,"#关护老年人服务#:#沟通快车#——“金鸡迎春，联动你我”写春联迎新年活动爆竹声中一岁除，春风送暖入屠苏。千门万户瞳瞳日,总把新桃换旧符。在2017鸡年即将到来之际，...(发自@微博桌面O微博桌面首页）",,,微博桌面,"关护老年人服务,沟通快车",0,0,0,2017-01-17 16:47,微博桌面安全版,https://ww2.sinaimg.cn/large/d7e2673ajw1fbtq2sr93ej20c819lh1j.jpg,,,,蓝V
4060978288787124,EpAk4ARVO,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:文化共享---“牵手康泰行，爱暖老人心”康泰老人乐园慰问活动踏着冬日的暖阳，迎着新春的脚步。在2017年新年即将来临之际，内蒙古青少年社会工作服务...(发自@微博桌面O微博桌面首页）,,,微博桌面,关护老年人服务,0,0,0,2017-01-06 17:48,微博桌面安全版,https://ww2.sinaimg.cn/large/d7e2673ajw1fbh20xdor7j20c81nn4gj.jpg,,,,蓝V
4056981763334111,EnUm4dZlZ,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:文化共享—“社工陪你走过的2016庆元旦迎新春”文艺汇演爆竹声声辞旧岁，喜气洋洋迎新年。在2017年元旦佳节来临之际，内蒙古青少年社会工作服务中心...(发自@微博桌面O微博桌面首页）,,,微博桌面,关护老年人服务,0,0,0,2016-12-26 17:08,微博桌面安全版,https://ww3.sinaimg.cn/large/d7e2673ajw1fb4b141qhyj20c81tn1cs.jpg,,,,蓝V
4052995861417203,EmeFc5WG7,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#沟通快车#——“温馨暖夕阳”冬季中老年集体生日会12月14日上午，内蒙古青少年社会工作服务中心临河分中心在金川社区举办了冬季老年人生日会，邀请了...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,沟通快车",0,0,0,2016-12-15 17:09,微博桌面安全版,https://ww2.sinaimg.cn/large/d7e2673ajw1farl98vzwtj20c822uaux.jpg,,,,蓝V
4051811725444586,ElJRimQnU,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#快乐学堂#——“中老年电脑学习班”第十二期中老年人电脑学习班开班12月2日，应广大中老年人的要求，第12期中老年人电脑学习班在招募成员后开班。...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,快乐学堂",1,0,0,2016-12-12 10:44,微博桌面安全版,https://ww3.sinaimg.cn/large/d7e2673ajw1fant9ehrcbj20c812ctl7.jpg,,,,蓝V
3976805746661864,Dwe4erX3q,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#健乐堂#——“义诊义剪进社区”--河畔丽景A区临河区分中心“义诊义剪进社区”活动自2015年5月至2016年5月，共开展七次，服务社区中老年群体以及社区...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,健乐堂",1,0,0,2016-05-19 11:17,微博桌面,https://ww2.sinaimg.cn/large/d7e2673ajw1f40ixxol64j20c81h87l5.jpg,,,,蓝V
3970966033607237,DtM9lf8pf,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#文化共享#--社工中心2016“阳光路上”迎五一社区文艺汇演五月，是充满生机的季节，五月，是充满活力的季节，在这春满人间的时节，在2016年五一国际劳...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,文化共享",2,0,0,2016-05-03 08:32,微博桌面,https://ww2.sinaimg.cn/large/d7e2673ajw1f3hw9e284aj20c82j1x61.jpg,,,,蓝V
3966754457207646,Ds0Atuf2m,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#益智乐园#——第三届“社工杯”中老年乒乓球比赛为丰富社区居民日常生活，鼓励大家积极进行体育锻炼，内蒙古青少年社工服务中心临河区分中心在4月20...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,益智乐园",1,0,0,2016-04-21 17:37,微博桌面,https://ww4.sinaimg.cn/large/d7e2673ajw1f34gkg5fyvj20c81y6ngn.jpg,,,,蓝V
3955788571151827,Dnpjz4PDR,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#健乐堂#---“春分节气话养生”中老年春季主题养生讲堂初春时节，万物更新，春季的养生保健会为一年的健康打下坚实的基础。内蒙古青少年社会工作中心...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,健乐堂",2,0,0,2016-03-22 11:22,微博桌面,https://ww2.sinaimg.cn/large/d7e2673ajw1f25h5jo8gzj20c81u4nc6.jpg,,,,蓝V
3953672314322320,Dmwgfi8qQ,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#快乐学堂#---“保护好我的养老金”3.15中老年消费维权小课堂当今社会越来越多的假冒伪劣商品给我们的生活带来许多的不便，其中中老年人则被众多不良...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,快乐学堂",1,0,0,2016-03-16 15:13,微博桌面,https://ww2.sinaimg.cn/large/d7e2673ajw1f1yq3rvc89j20c826ska8.jpg,,,,蓝V
3935496440429129,DeTqk1NDr,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#益智乐园#---“趣味乐翻天”中老年趣味运动会为了丰富中老年人晚年生活，扩大交友范围，加强动手能力，认识到运动的乐趣，帮助中老年人走出家门，积...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,益智乐园",2,0,1,2016-01-26 11:28,微博桌面,https://ww1.sinaimg.cn/large/d7e2673ajw1f0cqmubg6dj20c81hv7lu.jpg,,,,蓝V
3934145883255225,Deki0dEPD,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#亲情陪护#--送春联，送祝福分中心社工将1月22日上午写春联活动中完成的多付对联，送到社区内一些老人们以及经常参与分中心社工活动的居民朋友家中。...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,亲情陪护",2,0,3,2016-01-22 18:02,微博桌面,https://ww2.sinaimg.cn/large/d7e2673ajw1f08fiw95l5j20c82zxkdu.jpg,,,,蓝V
3934113025119750,Dejr0ltSC,3621939002,巴彦淖尔市临河区社工服务中心,#关护老年人服务#:#文化共享#--新春大吉写对联活动玉羊辞旧岁，金猴报春来。又是一个新年到，分中心写春联的活动又开始了！社工于1月22日上午，请到社区内热爱书法艺术...(发自@微博桌面O微博桌面首页）,,,微博桌面,"关护老年人服务,文化共享",2,0,3,2016-01-22 15:51,微博桌面,https://ww3.sinaimg.cn/large/d7e2673ajw1f08br1x16aj20c81wakc9.jpg,,,,蓝V
